time,memory,io_read_count,io_write_count,io_read,io_write,cpu_util_avg,cpu_util_min,cpu_util_max,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,cpu_util_6,cpu_util_7,gpu_util_avg,gpu_util_min,gpu_util_max,gpu_band_avg,gpu_band_min,gpu_band_max,gpu_mem_avg,gpu_mem_min,gpu_mem_max,gpu_power_avg,gpu_power_min,gpu_power_max,gpu_util_0,gpu_band_0,gpu_mem_0,gpu_power_0,cell_index
11776266.78387195,5.1160888671875,114146240.43785003,204617.69718562133,2112812.9004200874,13609486.221846577,18.95,18.95,18.95,18.95,18.95,18.95,18.95,18.95,18.95,18.95,18.95,87.0,87.0,87.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,268.823,268.823,268.823,87.0,0.0,11.2421875,268.823,5
11776267.79037174,5.1160888671875,112602024.52583146,201800.34023611574,2083608.9799069015,13421371.905728439,19.1625,19.1625,19.1625,19.1625,19.1625,19.1625,19.1625,19.1625,19.1625,19.1625,19.1625,47.0,47.0,47.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,265.435,265.435,265.435,47.0,0.0,11.2421875,265.435,5
11776268.791616293,5.1160888671875,113227739.14171253,202861.5281914277,2094545.2286386413,13491816.726660624,20.225,20.225,20.225,20.225,20.225,20.225,20.225,20.225,20.225,20.225,20.225,51.0,51.0,51.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,244.709,244.709,244.709,51.0,0.0,11.2421875,244.709,5
11776269.77548912,5.1160888671875,115263161.93665713,206451.4786834187,2131527.5126470244,13730034.642011497,20.825000000000003,20.825000000000003,20.825000000000003,20.825000000000003,20.825000000000003,20.825000000000003,20.825000000000003,20.825000000000003,20.825000000000003,20.825000000000003,20.825000000000003,64.0,64.0,64.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,274.391,274.391,274.391,64.0,0.0,11.2421875,274.391,5
11776270.782185199,5.1160888671875,112682644.12133655,201777.87939399137,2083202.7102327477,13418754.95771016,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,65.0,65.0,65.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,288.018,288.018,288.018,65.0,0.0,11.2421875,288.018,5
11776271.78094112,5.1160888671875,113611402.59667109,203391.03458032486,2099764.2733127107,13525434.713643203,19.5375,19.5375,19.5375,19.5375,19.5375,19.5375,19.5375,19.5375,19.5375,19.5375,19.5375,86.0,86.0,86.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,288.44,288.44,288.44,86.0,0.0,11.2421875,288.44,5
11776272.77917348,5.1161956787109375,113703924.49944274,203497.71050389472,2100865.572067579,13532528.626325928,19.2875,19.2875,19.2875,19.2875,19.2875,19.2875,19.2875,19.2875,19.2875,19.2875,19.2875,77.0,77.0,77.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,265.913,265.913,265.913,77.0,0.0,11.2421875,265.913,5
11776273.781264996,5.1161956787109375,113301588.93552282,202725.9953757161,2092774.9281524676,13480413.502044605,19.1375,19.1375,19.1375,19.1375,19.1375,19.1375,19.1375,19.1375,19.1375,19.1375,19.1375,79.0,79.0,79.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,279.634,279.634,279.634,79.0,0.0,11.2421875,279.634,5
11776274.781184008,5.1161956787109375,113583413.87206547,203176.45481634032,2097321.857506388,13509702.121203255,19.6375,19.6375,19.6375,19.6375,19.6375,19.6375,19.6375,19.6375,19.6375,19.6375,19.6375,62.0,62.0,62.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,284.876,284.876,284.876,62.0,0.0,11.2421875,284.876,5
11776275.782214692,5.1161956787109375,113490132.59094462,202958.8136960011,2094992.7255286074,13494699.235924507,19.475,19.475,19.475,19.475,19.475,19.475,19.475,19.475,19.475,19.475,19.475,75.0,75.0,75.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,287.196,287.196,287.196,75.0,0.0,11.2421875,287.196,5
11776276.784292605,5.1161956787109375,113404343.65007839,202754.69340465195,2092803.3369244037,13480596.49448571,19.55,19.55,19.55,19.55,19.55,19.55,19.55,19.55,19.55,19.55,19.55,79.0,79.0,79.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,266.273,266.273,266.273,79.0,0.0,11.2421875,266.273,5
11776277.782648075,5.1161956787109375,113860110.29913104,203510.679295775,2100606.5091668954,13530859.896938322,19.2125,19.2125,19.2125,19.2125,19.2125,19.2125,19.2125,19.2125,19.2125,19.2125,19.2125,77.0,77.0,77.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,287.316,287.316,287.316,77.0,0.0,11.2421875,287.316,5
11776278.783565748,5.1162109375,113601503.95445617,203003.70895486657,2095229.2644427205,13500315.123821357,19.775000000000002,19.775000000000002,19.775000000000002,19.775000000000002,19.775000000000002,19.775000000000002,19.775000000000002,19.775000000000002,19.775000000000002,19.775000000000002,19.775000000000002,78.0,78.0,78.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,282.444,282.444,282.444,78.0,0.0,11.2421875,282.444,5
